Địa phương,Năm,Diện tích(Km2),Dân số trung bình,Mật độ dân số (Người/km2)
Hoà Bình,2018,4590.6,850400.0,185.2
Hoà Bình,2019,4590.6,855800.0,186.0
Hoà Bình,2020,4590.6,861200.0,188.0
Hoà Bình,2021,4590.6,871700.0,190.0
Hoà Bình,2022,4590.6,875400.0,191.0
Hoà Bình,2023,4590.6,880500.0,191.8
Gia Lai,2011,15536.9,1336100.0,86.0
Gia Lai,2012,15536.9,1360000.0,87.5
Gia Lai,2013,15536.9,1383000.0,89.0
Gia Lai,2014,15536.9,1403100.0,90.3
Gia Lai,2015,15536.9,1426400.0,91.8
Gia Lai,2016,15510.8,1447200.0,93.3
Gia Lai,2017,15511.0,1468900.0,94.7
Gia Lai,2018,15511.0,1495700.0,96.4
Gia Lai,2019,15511.0,1520200.0,98.0
Gia Lai,2020,15511.0,1541800.0,99.0
Gia Lai,2021,15511.0,1569700.0,101.0
Gia Lai,2022,15511.0,1591000.0,103.0
Gia Lai,2023,15511.0,1613900.0,104.1
Cần Thơ,2011,1409.0,1195900.0,848.8
Cần Thơ,2012,1409.0,1200900.0,852.3
Cần Thơ,2013,1409.0,1203200.0,854.0
Cần Thơ,2014,1408.9,1205700.0,855.8
Cần Thơ,2015,1408.9,1208500.0,857.8
Cần Thơ,2016,1439.2,1214600.0,843.9
Cần Thơ,2017,1439.0,1222400.0,849.5
Cần Thơ,2018,1439.0,1227700.0,853.2
Cần Thơ,2019,1439.0,1236000.0,859.0
Cần Thơ,2020,1439.0,1240700.0,861.0
Cần Thơ,2021,1439.0,1247000.0,866.0
Cần Thơ,2022,1439.0,1252300.0,869.0
Cần Thơ,2023,1439.0,1258900.0,874.0
Cà Mau,2011,5294.9,1204500.0,227.5
Cà Mau,2012,5294.9,1203500.0,227.3
Cà Mau,2013,5294.9,1202100.0,227.0
Cà Mau,2014,5294.9,1200700.0,226.8
Cà Mau,2015,5294.9,1199500.0,226.5
Cà Mau,2016,5221.2,1198100.0,229.5
Cà Mau,2017,5221.2,1197000.0,229.3
Cà Mau,2018,5221.2,1195600.0,229.0
Cà Mau,2019,5221.2,1194300.0,229.0
Cà Mau,2020,5221.2,1193900.0,226.0
Cà Mau,2021,5221.2,1208800.0,229.0
Cà Mau,2022,5221.2,1207600.0,229.0
Cà Mau,2023,5221.2,1207400.0,228.9
Cao Bằng,2011,6707.9,514000.0,76.6
Cao Bằng,2012,6707.9,515900.0,76.9
Cao Bằng,2013,6707.9,517799.99999999994,77.2
Cao Bằng,2014,6703.4,519900.0,77.6
Cao Bằng,2015,6703.4,522000.0,77.9
Cao Bằng,2016,6700.2,524200.00000000006,78.2
Cao Bằng,2017,6700.3,526400.0,78.6
Cao Bằng,2018,6700.3,528700.0,78.9
Cao Bằng,2019,6700.3,530900.0,79.0
Cao Bằng,2020,6700.3,533100.0,80.0
Cao Bằng,2021,6700.3,542200.0,81.0
Cao Bằng,2022,6700.3,543100.0,81.0
Cao Bằng,2023,6700.3,547900.0,81.8
Bến Tre,2011,2360.6,1262700.0,534.9
Bến Tre,2012,2357.7,1266700.0,537.3
Bến Tre,2013,2359.5,1269700.0,538.1
Bến Tre,2014,2359.8,1272500.0,539.2
Bến Tre,2015,2359.8,1275800.0,540.6
Bến Tre,2016,2394.6,1278600.0,534.0
Bến Tre,2017,2394.7,1282400.0,535.5
Bến Tre,2018,2394.8,1286000.0,537.0
Bến Tre,2019,2394.8,1289100.0,538.0
Bến Tre,2020,2394.8,1292400.0,543.0
Bến Tre,2021,2394.8,1295700.0,544.0
Bến Tre,2022,2394.8,1298000.0,545.0
Bến Tre,2023,2394.8,1299300.0,546.0
Bắc Ninh,2011,822.7,1072400.0,1303.5
Bắc Ninh,2012,822.7,1104700.0,1342.8
Bắc Ninh,2013,822.7,1139900.0,1385.5
Bắc Ninh,2014,822.7,1177100.0,1430.7
Bắc Ninh,2015,822.7,1218500.0,1481.1
Bắc Ninh,2016,822.8,1257900.0,1528.8
Bắc Ninh,2017,822.7,1297800.0,1577.5
Bắc Ninh,2018,822.7,1337300.0,1625.5
Bắc Ninh,2019,822.7,1378600.0,1676.0
Bắc Ninh,2020,822.7,1419100.0,1725.0
Bắc Ninh,2021,822.7,1462900.0,1778.0
Bắc Ninh,2022,822.7,1488200.0,1809.0
Bắc Ninh,2023,822.7,1517400.0,1844.4
Bắc Kạn,2011,4859.4,298700.0,61.5
Bắc Kạn,2012,4859.4,300800.0,61.9
Bắc Kạn,2013,4859.4,301700.0,62.1
Bắc Kạn,2014,4859.4,302900.0,62.3
Bắc Kạn,2015,4859.4,305600.0,62.9
Bắc Kạn,2016,4860.0,307700.0,63.3
Bắc Kạn,2017,4860.0,309900.0,63.8
Bắc Kạn,2018,4860.0,312000.0,64.2
Bắc Kạn,2019,4860.0,314400.0,65.0
Bắc Kạn,2020,4860.0,316500.0,65.0
Bắc Kạn,2021,4860.0,323700.0,67.0
Bắc Kạn,2022,4860.0,324400.0,67.0
Bắc Kạn,2023,4860.0,326500.0,67.2
Bắc Giang,2011,3844.0,1586000.0,412.6
Bắc Giang,2012,3848.9,1607800.0,417.7
Bắc Giang,2013,3849.7,1630600.0,423.6
Bắc Giang,2014,3849.5,1646900.0,427.8
Bắc Giang,2015,3849.5,1667000.0,433.0
Bắc Giang,2016,3895.5,1696900.0,435.6
Bắc Giang,2017,3895.5,1736800.0,445.8
Bắc Giang,2018,3895.6,1777500.0,456.3
Bắc Giang,2019,3895.6,1810400.0,465.0
Bắc Giang,2020,3895.6,1841600.0,473.0
Bắc Giang,2021,3895.6,1875200.0,481.0
Bắc Giang,2022,3895.6,1890900.0,485.0
Bắc Giang,2023,3895.6,1922700.0,493.5
Bạc Liêu,2011,2468.7,866900.0,351.1
Bạc Liêu,2012,2468.7,872100.0,353.3
Bạc Liêu,2013,2468.7,877000.0,355.3
Bạc Liêu,2014,2468.7,882200.0,357.3
Bạc Liêu,2015,2468.7,887300.0,359.4
Bạc Liêu,2016,2669.1,892800.0,334.5
Bạc Liêu,2017,2669.0,897700.0,336.3
Bạc Liêu,2018,2669.0,903000.0,338.3
Bạc Liêu,2019,2669.0,908200.0,340.0
Bạc Liêu,2020,2669.0,913500.0,342.0
Bạc Liêu,2021,2669.0,918500.0,344.0
Bạc Liêu,2022,2669.0,921800.0,346.0
Bạc Liêu,2023,2669.0,925200.0,346.8
Bình Định,2011,6050.6,1487500.0,245.8
Bình Định,2012,6050.6,1487500.0,245.8
Bình Định,2013,6050.6,1487600.0,245.9
Bình Định,2014,6050.6,1487600.0,245.9
Bình Định,2015,6050.6,1487600.0,245.9
Bình Định,2016,6066.1,1487700.0,245.2
Bình Định,2017,6066.2,1487700.0,245.2
Bình Định,2018,6066.2,1487800.0,245.3
Bình Định,2019,6066.2,1487800.0,245.0
Bình Định,2020,6066.2,1487900.0,245.0
Bình Định,2021,6066.2,1508300.0,249.0
Bình Định,2022,6066.2,1504300.0,248.0
Bình Định,2023,6066.2,1506300.0,248.3
Bình Thuận,2011,7812.9,1180700.0,151.1
Bình Thuận,2012,7812.8,1189600.0,152.3
Bình Thuận,2013,7812.8,1194700.0,152.9
Bình Thuận,2014,7813.1,1197300.0,153.2
Bình Thuận,2015,7813.1,1205400.0,154.3
Bình Thuận,2016,7944.0,1213600.0,152.8
Bình Thuận,2017,7943.9,1220500.0,153.6
Bình Thuận,2018,7943.9,1227300.0,154.5
Bình Thuận,2019,7943.9,1232300.0,155.0
Bình Thuận,2020,7943.9,1239300.0,156.0
Bình Thuận,2021,7943.9,1246300.0,157.0
Bình Thuận,2022,7943.9,1252100.0,158.0
Bình Thuận,2023,7943.9,1258800.0,158.5
Bình Phước,2011,6871.5,899600.0,130.9
Bình Phước,2012,6871.5,911400.0,132.6
Bình Phước,2013,6871.5,923500.0,134.4
Bình Phước,2014,6871.5,934400.0,136.0
Bình Phước,2015,6871.5,947200.0,137.8
Bình Phước,2016,6876.6,962700.0,140.0
Bình Phước,2017,6876.8,972600.0,141.4
Bình Phước,2018,6876.8,984900.0,143.2
Bình Phước,2019,6876.8,997800.0,145.0
Bình Phước,2020,6876.8,1011100.0,147.0
Bình Phước,2021,6876.8,1024300.0,149.0
Bình Phước,2022,6876.8,1034700.0,151.0
Bình Phước,2023,6876.8,1045500.0,152.1
Bình Dương,2011,2694.4,1699900.0,630.9
Bình Dương,2012,2694.4,1789700.0,664.2
Bình Dương,2013,2694.4,1873500.0,695.3
Bình Dương,2014,2694.4,1977800.0,734.1
Bình Dương,2015,2694.4,2069199.9999999998,768.0
Bình Dương,2016,2694.7,2138800.0,793.7
Bình Dương,2017,2694.6,2227200.0,826.5
Bình Dương,2018,2694.6,2345200.0,870.3
Bình Dương,2019,2694.6,2456300.0,912.0
Bình Dương,2020,2694.6,2580600.0,958.0
Bình Dương,2021,2694.6,2596800.0,964.0
Bình Dương,2022,2694.6,2763100.0,1025.0
Bình Dương,2023,2694.6,2823400.0,1047.8
An Giang,2011,3536.7,2097500.0,593.1
An Giang,2012,3536.7,2077900.0,587.5
An Giang,2013,3536.7,2051600.0,580.1
An Giang,2014,3536.7,2024600.0,572.5
An Giang,2015,3536.7,2000900.0,565.8
An Giang,2016,3536.7,1976400.0,558.8
An Giang,2017,3536.7,1954200.0,552.5
An Giang,2018,3536.7,1931000.0,546.0
An Giang,2019,3536.7,1907400.0,539.0
An Giang,2020,3536.7,1904500.0,538.0
An Giang,2021,3536.7,1909500.0,540.0
An Giang,2022,3536.7,1905500.0,539.0
An Giang,2023,3536.7,1906300.0,539.0
